customerID,genero,idoso,conjuge,dependentes,tempo_permanecido,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_ti,streaming_tv,streaming_movies,tempo_contratual,cobranca_digital,metodo_pagamento,cobranca_mensal,total_cobranca,churn
3091-FYHKI,Homem,0,Não,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,35.45,35.45,Sim
2372-HWUHI,Homem,0,Não,Não,2,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,44.35,81.25,Sim
7799-LGRDP,Mulher,0,Não,Não,43,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cartão de Crédito,25.7,1188.2,Não
7850-VWJUU,Mulher,0,Não,Não,23,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,75,1778.5,Não
3774-VBNXY,Mulher,0,Sim,Sim,64,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,20.2,1277.75,Não
6217-KDYWC,Homem,0,Não,Sim,57,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cobrança Correio,19.6,1170.55,Não
0390-DCFDQ,Mulher,1,Sim,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,70.45,70.45,Sim
3146-MSEGF,Mulher,1,Sim,Sim,72,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,88.05,6425.65,Não
4080-OGPJL,Mulher,0,Não,Não,8,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,71.15,563.65,Sim
1095-WGNGG,Mulher,0,Sim,Não,61,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Dois anos,Sim,Transferência Bancária,101.05,5971.25,Não
2636-SJDOU,Homem,0,Não,Não,64,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Um ano,Sim,Cartão de Crédito,84.3,5289.05,Não
1131-QQZEB,Homem,1,Sim,Não,71,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,23.95,1756.2,Não
5716-EZXZN,Mulher,0,Sim,Sim,65,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Sim,Cartão de Crédito,99.05,6416.7,Não
6837-BJYDQ,Homem,0,Não,Não,3,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,19.6,61.35,Não
2135-RXIHG,Homem,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,45.65,45.65,Sim
6440-DKQGE,Homem,0,Não,Sim,30,Sim,Não,Sem Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Um ano,Não,Cartão de Crédito,64.5,1929.95,Não
3466-BYAVD,Homem,0,Sim,Sim,15,Sim,Não,Sem Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,Mês a mês,Sim,Cobrança Correio,69.5,1071.4,Não
3780-YVMFA,Mulher,0,Sim,Sim,8,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,68.55,564.35,Não
3874-EQOEP,Homem,0,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cobrança Correio,95,655.5,Sim
1679-JRFBR,Mulher,0,Sim,Sim,70,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Cartão de Crédito,108.15,7930.55,Não
9073-ZZIAY,Homem,0,Sim,Sim,62,Sim,Não,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cobrança Eletrônica,86.1,5215.25,Não
3077-RSNTJ,Mulher,0,Sim,Sim,6,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.7,113.5,Não
6551-GNYDG,Mulher,0,Sim,Sim,14,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,80.9,1152.8,Não
9167-APMXZ,Mulher,0,Não,Não,22,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Transferência Bancária,84.15,1821.95,Não
2749-CTKAJ,Homem,0,Sim,Sim,22,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,20.15,419.9,Não
6371-NZYEG,Homem,0,Sim,Sim,16,Sim,Não,Sem Fibra Óptica,Sim,Não,Sim,Não,Sim,Não,Dois anos,Não,Cobrança Correio,64.25,1024,Não
7554-NEWDD,Homem,0,Não,Não,10,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,25.7,251.6,Não
8992-VONJD,Mulher,0,Não,Sim,13,Sim,Não,Sem Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,56,764.55,Não
0867-MKZVY,Mulher,0,Sim,Não,20,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,82.4,1592.35,Sim
4482-EWFMI,Mulher,0,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,69.7,135.2,Não
4648-YPBTM,Homem,0,Não,Não,53,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,Dois anos,Sim,Transferência Bancária,73.9,3958.25,Não
2907-ILJBN,Mulher,0,Sim,Sim,11,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,20.6,233.9,Não
6345-FZOQH,Homem,0,Sim,Não,69,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.9,1363.45,Não
3376-BMGFE,Mulher,0,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,70.9,273,Sim
5997-OPVFA,Homem,0,Sim,Não,72,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,89.05,6254.45,Não
3445-HXXGF,Homem,1,Sim,Não,58,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,45.3,2651.2,Sim
1159-WFSGR,Mulher,0,Sim,Sim,16,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Eletrônica,20.4,321.4,Não
7654-YWJUF,Homem,0,Sim,Não,43,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Não,Não,Um ano,Sim,Transferência Bancária,84.25,3539.25,Não
1875-QIVME,Mulher,0,Sim,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,104.4,242.8,Sim
6727-IOTLZ,Homem,0,Sim,Não,14,Sim,Não,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cobrança Correio,81.95,1181.75,Não
0691-JVSYA,Mulher,0,Sim,Não,53,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Transferência Bancária,94.85,5000.2,Sim
5918-VUKWP,Mulher,0,Não,Não,32,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Transferência Bancária,20.55,654.55,Não
1744-JHKYS,Mulher,0,Sim,Não,34,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Eletrônica,24.7,780.2,Não
2656-FMOKZ,Mulher,1,Não,Não,15,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,74.45,1145.7,Sim
2070-FNEXE,Mulher,1,Não,Não,7,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,76.45,503.6,Sim
5947-SGKCL,Mulher,0,Sim,Sim,15,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,105.35,1559.25,Não
3712-PKXZA,Homem,0,Sim,Não,61,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Sim,Cartão de Crédito,20.55,1252,Não
6317-YPKDH,Mulher,0,Não,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,29.95,29.95,Sim
6582-OIVSP,Mulher,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,45.3,45.3,Não
9367-WXLCH,Homem,0,Não,Não,8,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência Bancária,84.5,662.65,Sim
5524-KHNJP,Homem,0,Sim,Sim,33,Sim,Não,Sem Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Um ano,Não,Cartão de Crédito,74.75,2453.3,Não
1918-ZBFQJ,Mulher,0,Não,Não,13,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,79.25,1111.65,Sim
1024-GUALD,Mulher,0,Sim,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,24.8,24.8,Sim
4827-USJHP,Homem,0,Não,Não,20,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,51.8,1023.85,Não
8167-GJLRN,Homem,0,Não,Não,3,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Cobrança Eletrônica,30.4,82.15,Não
0956-SYCWG,Mulher,0,Não,Não,13,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Eletrônica,19.65,244.8,Não
8017-UVSZU,Mulher,0,Sim,Não,40,Sim,Sim,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de Crédito,56.6,2379.1,Não
7100-FQPRV,Homem,0,Sim,Sim,43,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Sim,Um ano,Sim,Cartão de Crédito,71.9,3173.35,Não
2472-OVKUP,Homem,0,Sim,Não,6,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,91,531,Sim
2984-RGEYA,Mulher,0,Sim,Sim,69,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,19.75,1375.4,Não
9680-NIAUV,Mulher,0,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Cartão de Crédito,109.7,8129.3,Não
2146-EGVDT,Homem,0,Sim,Sim,59,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cartão de Crédito,19.3,1192.7,Não
2604-IJPDU,Mulher,0,Sim,Não,20,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,96.55,1901.65,Não
9178-JHUVJ,Homem,0,Sim,Sim,24,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Transferência Bancária,24.1,587.4,Não
6168-YBYNP,Homem,0,Não,Não,59,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,111.35,6519.75,Não
7255-SSFBC,Homem,0,Sim,Sim,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,112.25,8041.65,Não
3645-DEYGF,Homem,0,Não,Sim,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,20.75,20.75,Não
9323-HGFWY,Mulher,0,Sim,Não,27,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,101.9,2681.15,Não
8544-GOQSH,Mulher,0,Não,Não,14,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cartão de Crédito,80.05,1112.3,Não
3363-DTIVD,Homem,0,Sim,Sim,71,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Não,Cobrança Eletrônica,105.55,7405.5,Não
7018-WBJNK,Homem,0,Não,Sim,13,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de Crédito,78.3,1033.95,Não
9142-KZXOP,Homem,0,Não,Não,44,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de Crédito,68.85,2958.95,Não
7674-YTAFD,Mulher,0,Não,Não,33,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Um ano,Sim,Transferência Bancária,79.95,2684.85,Não
6348-SNFUS,Homem,0,Sim,Sim,72,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,Dois anos,Sim,Cartão de Crédito,55.45,4179.2,Não
1285-OKIPP,Homem,0,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,79.9,79.9,Sim
7825-ECJRF,Mulher,0,Não,Não,19,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,106.6,1934.45,Sim
1347-KTTTA,Homem,0,Sim,Não,64,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,102.45,6654.1,Não
7841-TZDMQ,Homem,0,Não,Não,2,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,46,84.5,Sim
4195-NZGTA,Mulher,0,Não,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,25.25,25.25,Não
7157-SMCFK,Homem,0,Não,Sim,61,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.75,1124.2,Não
4709-LKHYG,Mulher,0,Sim,Sim,29,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Eletrônica,20,540.05,Não
2504-DSHIH,Homem,1,Sim,Não,23,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,86.8,1975.85,Não
0699-NDKJM,Mulher,0,Sim,Não,57,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,58.75,3437.45,Não
9286-BHDQG,Homem,0,Sim,Sim,72,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Não,Cartão de Crédito,45.25,3139.8,Não
0230-WEQUW,Homem,0,Sim,Não,66,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Transferência Bancária,56.6,3789.2,Não
2040-LDIWQ,Homem,0,Sim,Sim,65,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,84.2,5324.5,Não
6496-JDSSB,Mulher,0,Não,Não,8,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Transferência Bancária,80,624.6,Não
9408-SSNVZ,Mulher,0,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,70.15,268.35,Sim
4443-EMBNA,Mulher,0,Sim,Não,71,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,24.75,1836.9,Não
6469-MRVET,Homem,0,Sim,Sim,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Sim,Cobrança Eletrônica,20.2,20.2,Não
0742-MOABM,Homem,0,Sim,Não,4,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Cobrança Correio,50.05,179.35,Sim
5961-VUSRV,Mulher,0,Não,Não,12,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Sim,Transferência Bancária,19.35,219.35,Não
6778-JFCMK,Homem,0,Não,Não,24,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Sim,Cobrança Correio,50.6,1288.75,Não
6341-JVQGF,Mulher,0,Sim,Sim,31,Sim,Não,Sem Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Cobrança Correio,81.15,2545.75,Não
2232-DMLXU,Mulher,0,Sim,Não,1,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Cobrança Correio,55.2,55.2,Sim
4811-JBUVU,Homem,0,Não,Não,30,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de Crédito,89.9,2723.15,Não
0945-TSONX,Mulher,0,Sim,Sim,47,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,85.3,4107.25,Não
2651-ZCBXV,Homem,0,Não,Não,54,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,108,5760.65,Não
3316-UWXUY,Homem,0,Não,Não,50,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de Crédito,93.5,4747.5,Não
8937-RDTHP,Homem,0,Não,Não,1,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Correio,84.6,84.6,Sim
7083-MIOPC,Mulher,0,Não,Não,72,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cartão de Crédito,20.25,1566.9,Não
1984-GPTEH,Mulher,0,Não,Não,29,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Eletrônica,25.15,702,Não
1251-KRREG,Homem,0,Não,Não,2,Sim,Sim,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,54.4,114.1,Sim
0621-JFHOL,Mulher,0,Não,Não,10,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cobrança Correio,29.6,299.05,Não
9903-LYSAB,Homem,0,Sim,Não,18,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,73.15,1305.95,Não
0094-OIFMO,Mulher,1,Não,Não,11,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,95,1120.3,Sim
9227-UAQFT,Homem,0,Não,Não,16,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.75,284.35,Não
7301-ABVAD,Mulher,0,Não,Não,72,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,86.6,6350.5,Não
6614-FHDBO,Homem,0,Não,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,109.2,7878.3,Não
7576-ASEJU,Mulher,0,Sim,Sim,41,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,74.7,3187.65,Não
9058-HRZSV,Mulher,1,Sim,Não,65,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,Mês a mês,Não,Cobrança Eletrônica,94.4,6126.15,Não
4522-AKYLR,Mulher,1,Não,Não,13,Sim,Não,Sem Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,54.8,731.3,Não
0221-WMXNQ,Homem,1,Não,Não,4,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,75.35,273.4,Não
0303-UNCIP,Homem,0,Não,Não,41,Sim,Sim,Sem Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Cobrança Correio,65,2531.8,Não
9947-OTFQU,Homem,1,Não,Não,15,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.4,1074.3,Sim
0322-YINQP,Homem,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,48.55,48.55,Sim
0959-WHOKV,Homem,0,Não,Não,42,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,Um ano,Sim,Cobrança Eletrônica,99,4298.45,Não
4075-JFPGR,Mulher,0,Sim,Não,51,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Não,Um ano,Sim,Cobrança Eletrônica,93.5,4619.55,Não
4629-NRXKX,Mulher,0,Sim,Sim,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,70.4,147.15,Sim
9514-JDSKI,Homem,1,Sim,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cobrança Eletrônica,40.2,40.2,Sim
3282-ZISZV,Homem,0,Não,Sim,32,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,83.7,2633.3,Não
3675-YDUPJ,Homem,0,Não,Não,10,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Sim,Cobrança Correio,19.85,193.05,Não
4111-BNXIF,Mulher,0,Sim,Sim,67,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cobrança Eletrônica,59.55,4103.9,Não
7017-VFHAY,Mulher,0,Sim,Sim,61,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,115.1,7008.15,Não
6655-LHBYW,Homem,0,Não,Não,50,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,114.35,5791.1,Não
4959-JOSRX,Mulher,0,Sim,Não,2,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,44.6,80.55,Sim
5046-NUHWD,Mulher,1,Sim,Não,29,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,45,1228.65,Não
7273-TEFQD,Homem,1,Não,Não,3,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,41.15,132.2,Sim
3606-TWKGI,Homem,1,Não,Não,13,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,106.9,1364.3,Sim
7529-ZDFXI,Homem,1,Sim,Não,57,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,89.85,4925.35,Não
7605-BDWDC,Mulher,0,Não,Não,31,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Não,Sim,Não,Sim,Dois anos,Sim,Transferência Bancária,49.85,1520.1,Não
1950-KSVVJ,Mulher,0,Sim,Não,45,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cobrança Correio,113.3,5032.25,Não
0123-CRBRT,Mulher,0,Sim,Sim,61,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cobrança Correio,88.1,5526.75,Não
